Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Regular price,Categories,Tags,Images,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
variable,ABC-10245,10245 Massage Form® Triangle,1,0,visible,"Enjoy the cooling comfort of The Massage Form ® Triangle; Developed to embody the highest levels of comfort, ABC is proud to introduce the Massage Form® Triangle. The newest addition to our signature Massage collection, the Massage Form® Triangle features ABC’s patented Massage Technology! Specialized channels encourage airflow, helping to reduce heat retention. Our new gel back feature offers a soothing touch along sensitive skin, giving long-lasting comfort","Patented Massage Technology- Massages, Hugs, Cools Enjoy the cooling comfort of The Massage Form ® Triangle; Developed to embody the highest levels of comfort, ABC is proud to introduce the Massage Form® Triangle. The newest addition to our signature Massage collection, the Massage Form® Triangle features ABC’s patented Massage Technology! Specialized channels encourage airflow, helping to reduce heat retention. Our new gel back feature offers a soothing touch along sensitive skin, giving long-lasting comfort massaging feelingcooler feelinglighter-weight Colors: blush tawny 1 – 12 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you for more information. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2023/09/10245t-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/1044.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10270-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/10272-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/10271.jpg",,Color,Colors:  blush    tawny,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-10245-V,10245 Massage Form® Triangle,1,,visible,,,taxable,1,208.00,,,,ABC-10245,Color,,,1,Size,,,1
simple,ABC-10225,10225 Massage Form® Asymmetric,1,0,visible,"Enjoy the cooling comfort of The Massage Form® Asymmetric; developed with ABC’s Patented Massage Technology! Specialized channels encourage airflow, helping to reduce heat retention and provide a soothing touch; especially great for women experiencing symptoms associated with Lymphedema. ABCs unique asymmetric design with underarm extension provides fullness, creating symmetry in clothing and comfortable support.","Patented Massage Technology- Massages, Hugs, Cools Enjoy the cooling comfort of The Massage Form® Asymmetric; developed with ABC’s Patented Massage Technology! Specialized channels encourage airflow, helping to reduce heat retention and provide a soothing touch; especially great for women experiencing symptoms associated with Lymphedema. ABCs unique asymmetric design with underarm extension provides fullness, creating symmetry in clothing and comfortable support. massaging feelingcooler feelinglighter-weightextra secure fit blush (L/R) 3 – 14 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,208.00,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/05/10225-2-e1569350461436.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10295-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10287-e1569350505409.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10222-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/08/10142-Basic-Triangle-Front-1500x1500.jpg",,Color,Blush,1,1,Size,(L/R) 3 – 14,1,1
simple,ABC-10222,10222 Asymmetric Lightweight,1,0,visible,"Enjoy complete comfort with ABC’s Asymmetric Lightweight! Our unique asymmetric design (with side extension) provides full coverage for increased comfort. Developed with ABC’s lightweight silicone, this prosthesis aids in managing shoulder tension to keep sensitive areas comfortable","Essential Comfort, Effortless Ease Enjoy complete comfort with ABC’s Asymmetric Lightweight! Our unique asymmetric design (with side extension) provides full coverage for increased comfort. Developed with ABC’s lightweight silicone, this prosthesis aids in managing shoulder tension to keep sensitive areas comfortable lightweight comfortextra secure fit blush (L/R) 1 – 12 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,181.00,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/05/10222-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/10475-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10272-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/10287-e1569350505409.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/931-Swim-Form.jpg",,Color,Blush,1,1,Size,(L/R) 1 – 12,1,1
simple,ABC-10218,10218 ABC Diamond Asymmetric,1,0,visible,"Experience a remarkable cool with ABC’s Diamond Asymmetric! ABC created our patented Diamond Layer Technology to provide a secure fit and a confident wearing experience for women like you. Our specialized diamond pattern minimizes perspiration, increases evaporation rate during activity and reduces shifting in bra for ease of wear. Created with ABC’s lightweight silicone, this prosthesis features a side extension for full coverage and superior comfort.","Patented Diamond Layer Technology- Comfortable Cool For An Active Lifestyle! Experience a remarkable cool with ABC’s Diamond Asymmetric! ABC created our patented Diamond Layer Technology to provide a secure fit and a confident wearing experience for women like you. Our specialized diamond pattern minimizes perspiration, increases evaporation rate during activity and reduces shifting in bra for ease of wear. Created with ABC’s lightweight silicone, this prosthesis features a side extension for full coverage and superior comfort. cooler feelinglighter-weightextra secure fit blush (L/R) 3 – 14 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,208.00,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/05/10218-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/10270-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/10250.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/10271.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10475-300x300.jpg",,Color,Blush,1,1,Size,(L/R) 3 – 14,1,1
simple,ABC-10211,10211 ABC Asymmetric Air,1,0,visible,"You’ll love ABC’s Asymmetric Air! Our unique asymmetric design, with side extension, provides full coverage for increased comfort. Developed with ABC’s lightest air silicone, this prosthesis aids in managing shoulder tension to keep sensitive areas comfortable!","Airy Comfort for Your Carefree Lifestyle! You’ll love ABC’s Asymmetric Air! Our unique asymmetric design, with side extension, provides full coverage for increased comfort. Developed with ABC’s lightest air silicone, this prosthesis aids in managing shoulder tension to keep sensitive areas comfortable! lightweight comfortextra secure fit blush (L/R) 3 -14 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you for more information. Find a retailer/certified fitter Made in the USA",taxable,1,194.00,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/10/10211.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10295-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/10251.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1044.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/10280.jpg",,Color,Blush,1,1,Size,(L/R) 3 -14,1,1
variable,ABC-10205,10205 Massage Form® Ellipse,1,0,visible,"ABC’s newest breast prosthesis combines a lightweight silicone front with our patented Massage technology for a soothing, cool, and comfortable fit. The versatile ellipse shape is ideal for various breast reconstruction options, including implants and DIEP flap surgeries. Its larger footprint provides ample coverage, while the apex and full silhouette create a rounded contour.","Versatile Comfort + patented Massage Technology ABC’s newest breast prosthesis combines a lightweight silicone front with our patented Massage technology for a soothing, cool, and comfortable fit. The versatile ellipse shape is ideal for various breast reconstruction options, including implants and DIEP flap surgeries. Its larger footprint provides ample coverage, while the apex and full silhouette create a rounded contour. massaging feelingcooler feelinglighter-weight Colors: tan tawny 3, 5, 7, 9, 11, 13 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you for more information. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2024/10/1025-Massage-Ellipse.png, https://americanbreastcare.com/wp-content/uploads/2019/05/10288-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1042.jpg, https://americanbreastcare.com/wp-content/uploads/2019/06/10275-1500x1500.jpg, https://americanbreastcare.com/wp-content/uploads/2019/08/10575-300x300.jpg",,Color,Colors:  tan   tawny,1,1,Size,"3, 5, 7, 9, 11, 13",1,1
variation,ABC-10205-V,10205 Massage Form® Ellipse,1,,visible,,,taxable,1,208.00,,,,ABC-10205,Color,,,1,Size,,,1
variable,ABC-10142,10142 Basic Triangle Lightweight,1,0,visible,"For every woman, everyday ─ You’ll love ABC’s Basic Triangle Lightweight. Our design was created to fit and flatter most body/surgery types and boasts a matte front with an average profile for a natural appearance. Developed with ABC’s lightweight silicone, this prosthesis helps to manage shoulder tension for exceptional comfort. Experience superior comfort & ease of wear with ABC’s Basic Triangle Lightweight; the essential everyday form!","Essential Comfort, Effortless Ease For every woman, everyday ─ You’ll love ABC’s Basic Triangle Lightweight. Our design was created to fit and flatter most body/surgery types and boasts a matte front with an average profile for a natural appearance. Developed with ABC’s lightweight silicone, this prosthesis helps to manage shoulder tension for exceptional comfort. Experience superior comfort & ease of wear with ABC’s Basic Triangle Lightweight; the essential everyday form! lightweight comfort tan tawny 1 -17 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you for more information. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/08/10142-Basic-Triangle-Front-1500x1500.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10272-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/1041.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10288-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/10280.jpg",,Color,Tan  Tawny,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",1,1
variation,ABC-10142-V,10142 Basic Triangle Lightweight,1,,visible,,,taxable,1,133.00,,,,ABC-10142,Color,,,1,Size,,,1
variable,ABC-1004,1004 Teardrop Standard,1,0,visible,ABC’s Teardrop Standard features a full round shape that offers a natural silhouette. This prosthesis is great for multiple surgery types and can be worn in a variety of orientations to add fullness where you need it most.,"Essential Comfort, Effortless Ease ABC’s Teardrop Standard features a full round shape that offers a natural silhouette. This prosthesis is great for multiple surgery types and can be worn in a variety of orientations to add fullness where you need it most. fully-weight comfortadjustable fullness blush 1 -12 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/05/1004-Teardrop-zoom.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/1072-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/10280.jpg, https://americanbreastcare.com/wp-content/uploads/2019/08/10575-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1042.jpg",,Color,Blush,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-1004-V,1004 Teardrop Standard,1,,visible,,,taxable,1,156.00,,,,ABC-1004,Color,,,1,Size,,,1
variable,ABC-11785,11785 ABC’s AllSil™ Satin Massage Form® Shaper,1,0,visible,"Introducing AllSil™ Satin Massage Form® Shaper. Developed with our new skin-friendly, 100% silicone formula AllSil™, this shaper feels satin-smooth to the touch, making it a wonderful option to wear directly against the chest wall or within a pocketed bra. Signature design features starburst channels that simulate a soothing massage and comforting sensation on the skin.","The Next Level of Comfort and Confidence Introducing AllSil™ Satin Massage Form® Shaper. Developed with our new skin-friendly, 100% silicone formula AllSil™, this shaper feels satin-smooth to the touch, making it a wonderful option to wear directly against the chest wall or within a pocketed bra. Signature design features starburst channels that simulate a soothing massage and comforting sensation on the skin.",taxable,1,,Compression & Shapers,nan,"https://americanbreastcare.com/wp-content/uploads/2025/04/11785-Mocha-Honey-Img1.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/11201-1-e1571958195349.jpg, https://americanbreastcare.com/wp-content/uploads/2024/12/619-black-bk-front-img2.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/11202.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/11385-side.webp",,Color,"Honey, Mocha",1,1,Size,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-11785-V,11785 ABC’s AllSil™ Satin Massage Form® Shaper,1,,visible,,,taxable,1,158.00,,,,ABC-11785,Color,,,1,Size,,,1
variable,ABC-11672,11672 ABC MyForm™ Shaper,1,0,visible,Enjoy the freedom of personalization with ABC’s MyForm™ Shaper! Our unique design is completely adjustable. Use ABC’s hypoallergenic fiber-fill to add fullness where you need it most. ABC’s lightweight silicone offers flexibility and helps to manage shoulder tension for outstanding comfort. The MyForm™ shaper is also useful for expander reconstructions where fiberfill can be removed as the expander process progresses.,Enjoy the freedom of personalization with ABC’s MyForm™ Shaper! Our unique design is completely adjustable. Use ABC’s hypoallergenic fiber-fill to add fullness where you need it most. ABC’s lightweight silicone offers flexibility and helps to manage shoulder tension for outstanding comfort. The MyForm™ shaper is also useful for expander reconstructions where fiberfill can be removed as the expander process progresses.,taxable,1,,Compression & Shapers,"asymmetry, enhancement, partial mastectomy, reconstruction","https://americanbreastcare.com/wp-content/uploads/2019/05/11672-side.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/11385-side.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/11285-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/11201-1-e1571958195349.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/11204-1.jpg",,Color,Blush,1,1,Size,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-11672-V,11672 ABC MyForm™ Shaper,1,,visible,,,taxable,1,155.00,,,,ABC-11672,Color,,,1,Size,,,1
variable,ABC-11385,11385 Massage Form® Shaper Lightweight,1,0,visible,"Enjoy the soothing caress of ABC’s Massage Shaper® Lightweight. ABC’s patented Massage Technology cools as it massages to increase comfort, especially for women experiencing symptoms related to lymphedema. This shaper is designed with specialized channels that encourage airflow to keep you cooler, longer! Our design provides superior comfort with lightweight fullness for a natural silhouette.","Patented Massage Technology- Massages, Hugs, Cools Enjoy the soothing caress of ABC’s Massage Shaper® Lightweight. ABC’s patented Massage Technology cools as it massages to increase comfort, especially for women experiencing symptoms related to lymphedema. This shaper is designed with specialized channels that encourage airflow to keep you cooler, longer! Our design provides superior comfort with lightweight fullness for a natural silhouette.",taxable,1,,Compression & Shapers,"asymmetry, enhancement, partial mastectomy, reconstruction","https://americanbreastcare.com/wp-content/uploads/2019/05/11385-side.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/11285-back.webp, https://americanbreastcare.com/wp-content/uploads/2022/01/11276-back-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1131.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/11201-1-e1571958195349.jpg",,Color,"Blush, Tawny",1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-11385-V,11385 Massage Form® Shaper Lightweight,1,,visible,,,taxable,1,163.00,,,,ABC-11385,Color,,,1,Size,,,1
simple,ABC-1131,American Breast Care1131 Triangle Shaper,1,0,visible,,ABC’s Triangle Shaper provides full coverage for an enhanced silhouette. Our design features a unique anatomical curve and concentrates fullness at the apex of your breast for a close fit and natural look.,taxable,1,151.00,Compression & Shapers,"asymmetry, enhancement, partial mastectomy, reconstruction","https://americanbreastcare.com/wp-content/uploads/2019/04/1131.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/11385-side.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/11242-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/11287-side.webp, https://americanbreastcare.com/wp-content/uploads/2025/04/11785-Mocha-Honey-Img1.webp",,Color,Blush,1,1,,,,
simple,ABC-11287,11287 ABC Diamond Shaper Lightweight,1,0,visible,,"Patented Diamond Layer Technology- Comfortable Cool For An Active Lifestyle! Experience a remarkable cool with ABC’s Diamond Shaper Lightweight! ABC created our patented Diamond Layer Technology to minimize perspiration, increase evaporation rate during activity and reduce shifting in bra for easy, comfortable wear. Developed with ABC’s lightweight silicone, this shaper smoothes and enhances while keeping you cool to provide outstanding comfort.",taxable,1,158.00,Compression & Shapers,"asymmetry, enhancement, partial mastectomy, reconstruction","https://americanbreastcare.com/wp-content/uploads/2019/05/11287-side.webp, https://americanbreastcare.com/wp-content/uploads/2022/01/11276-back-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/11285-back.webp, https://americanbreastcare.com/wp-content/uploads/2025/04/11785-Mocha-Honey-Img1.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/11204-1.jpg",,Color,Blush,1,1,,,,
variable,ABC-11285,11285 Massage Form® Shaper,1,0,visible,"Enjoy the soothing caress of ABC’s Massage Form® Shaper. ABC’s patented Massage Technology cools as it massages to increase comfort, especially for women experiencing symptoms related to lymphedema. This shaper is constructed with specialized channels that encourage airflow, helping to reduce heat retention. Our specialized design provides superior comfort with all-around fullness for a natural silhouette.","Patented Massage Technology- Massages, Hugs, Cools Enjoy the soothing caress of ABC’s Massage Form® Shaper. ABC’s patented Massage Technology cools as it massages to increase comfort, especially for women experiencing symptoms related to lymphedema. This shaper is constructed with specialized channels that encourage airflow, helping to reduce heat retention. Our specialized design provides superior comfort with all-around fullness for a natural silhouette.",taxable,1,,Compression & Shapers,nan,"https://americanbreastcare.com/wp-content/uploads/2019/05/11285-back.webp, https://americanbreastcare.com/wp-content/uploads/2025/04/11785-Mocha-Honey-Img1.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/11287-side.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/1131.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/11672-side.webp",,Color,Blush,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-11285-V,11285 Massage Form® Shaper,1,,visible,,,taxable,1,158.00,,,,ABC-11285,Color,,,1,Size,,,1
variable,ABC-11276,11276 ABC MyShaper,1,0,visible,"Our remarkable patented material, Amandasil™, is now available in a shaper! ABC’s MyShaper offers the added fullness you need with the flexibility and comfort of a personalized fit that you’ll love. The specialized moldable back flexes and forms to the body, offering the most personalized fit available in any off-the-shelf breast form or shaper! The MyShaper features a classic triangle profile that provides wonderful shaping in the bra cup.","With Patented Amandasil™ Technology Our remarkable patented material, Amandasil™, is now available in a shaper! ABC’s MyShaper offers the added fullness you need with the flexibility and comfort of a personalized fit that you’ll love. The specialized moldable back flexes and forms to the body, offering the most personalized fit available in any off-the-shelf breast form or shaper! The MyShaper features a classic triangle profile that provides wonderful shaping in the bra cup.",taxable,1,,Compression & Shapers,"diamond, lightweight, radical mastectomy, simple mastectomy, tawny","https://americanbreastcare.com/wp-content/uploads/2022/01/11276-back-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/11/10266-blush1.webp, https://americanbreastcare.com/wp-content/uploads/2022/03/10487-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/11201-1-e1571958195349.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10270-back.webp",,Color,Blush,1,1,Size,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-11276-V,11276 ABC MyShaper,1,,visible,,,taxable,1,158.00,,,,ABC-11276,Color,,,1,Size,,,1
variable,ABC-11242,11242 Lightweight Triangle Shaper,1,0,visible,"Enjoy an enhanced silhouette with ABC’s Lightweight Triangle Shaper. Our triangle design fits easily into your favorite bra styles for a seamless look. This full-coverage shaper, developed with ABC’s lightweight silicone, adds overall fullness to restore balance and symmetry.","Enjoy an enhanced silhouette with ABC’s Lightweight Triangle Shaper. Our triangle design fits easily into your favorite bra styles for a seamless look. This full-coverage shaper, developed with ABC’s lightweight silicone, adds overall fullness to restore balance and symmetry.",taxable,1,,Compression & Shapers,"asymmetry, enhancement, partial mastectomy, reconstruction","https://americanbreastcare.com/wp-content/uploads/2019/05/11242-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/11202.jpg, https://americanbreastcare.com/wp-content/uploads/2022/01/11276-back-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1131.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/11212-1.jpg",,Color,"Blush, Tawny",1,1,Size,"3, 4, 5, 6, 7, 8, 9, 10",1,1
variation,ABC-11242-V,11242 Lightweight Triangle Shaper,1,,visible,,,taxable,1,151.00,,,,ABC-11242,Color,,,1,Size,,,1
variable,ABC-11212,American Breast Care11212 Elliptical Shaper Lightweight,1,0,visible,"Enjoy restored balance and symmetry with ABC’s Elliptical Shaper Lightweight. Our specialized design features an anatomical curve for a smooth transition. The unique elliptical shape concentrates fullness lower in your bra cup, improving balance and evenness for an enhanced silhouette.","Enjoy restored balance and symmetry with ABC’s Elliptical Shaper Lightweight. Our specialized design features an anatomical curve for a smooth transition. The unique elliptical shape concentrates fullness lower in your bra cup, improving balance and evenness for an enhanced silhouette. blush",taxable,1,,Compression & Shapers,Tag: partial mastectomy,"https://americanbreastcare.com/wp-content/uploads/2019/04/11212-1.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/11242-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/11201-1-e1571958195349.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/11385-side.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/11204-1.jpg",,Color,Blush,1,1,Size,"Sizes: 2, 4, 6, 8",1,1
variation,ABC-11212-V,American Breast Care11212 Elliptical Shaper Lightweight,1,,visible,,,taxable,1,151.00,,,,ABC-11212,Color,,,1,Size,,,1
variable,ABC-11204,American Breast Care11204 Teardrop Shaper,1,0,visible,ABC’s Teardrop Shaper features a full round shape that offers a natural silhouette. This versatile shaper is great for multiple surgery types and can be worn in a variety of orientations to add fullness where you need it most.,ABC’s Teardrop Shaper features a full round shape that offers a natural silhouette. This versatile shaper is great for multiple surgery types and can be worn in a variety of orientations to add fullness where you need it most. blush,taxable,1,,Compression & Shapers,"asymmetry, reconstruction","https://americanbreastcare.com/wp-content/uploads/2019/04/11204-1.jpg, https://americanbreastcare.com/wp-content/uploads/2025/04/11785-Mocha-Honey-Img1.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/11212-1.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/11242-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/1131.jpg",,Color,Blush,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-11204-V,American Breast Care11204 Teardrop Shaper,1,,visible,,,taxable,1,151.00,,,,ABC-11204,Color,,,1,Size,,,1
variable,ABC-11202,©americanbreastcare201911202 Apex Shaper Round,1,0,visible,"You’ll love the targeted fullness of ABC’s Apex Shaper. Designed to concentrate fullness at the apex of your breast, this shaper provides a rounded profile to balance and enhance your silhouette.","You’ll love the targeted fullness of ABC’s Apex Shaper. Designed to concentrate fullness at the apex of your breast, this shaper provides a rounded profile to balance and enhance your silhouette.",taxable,1,,Compression & Shapers,"enhancement, reconstruction","https://americanbreastcare.com/wp-content/uploads/2019/04/11202.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/11212-1.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/11385-side.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/1131.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/11242-back.webp",,Color,Blush,1,1,Size,"2, 4, 6, 8",1,1
variation,ABC-11202-V,©americanbreastcare201911202 Apex Shaper Round,1,,visible,,,taxable,1,151.00,,,,ABC-11202,Color,,,1,Size,,,1
variable,ABC-11201,American Breast Care11201 Modified Triangle Shaper,1,0,visible,ABC’s Modified Triangle Shaper is a great choice for women looking to restore balance and symmetry. Our design features a unique anatomical curve and concentrates fullness at the apex of your breast for a close fit and natural look.,ABC’s Modified Triangle Shaper is a great choice for women looking to restore balance and symmetry. Our design features a unique anatomical curve and concentrates fullness at the apex of your breast for a close fit and natural look.,taxable,1,,Compression & Shapers,"asymmetry, reconstruction","https://americanbreastcare.com/wp-content/uploads/2019/04/11201-1-e1571958195349.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/11385-side.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/11242-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/11287-side.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/11285-back.webp",,Color,Blush,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",1,1
variation,ABC-11201-V,American Breast Care11201 Modified Triangle Shaper,1,,visible,,,taxable,1,151.00,,,,ABC-11201,Color,,,1,Size,,,1
simple,ABC-Y1224,Y1224 Groove Pad,1,0,visible,"Introducing Lymphy by ABC™ Groove Pad, a cool, new way to treat lymphedema and fibrosis. The Groove Pad was developed alongside practicing lymphedema therapists to elevate patient comfort and improve outcomes.","Introducing Lymphy by ABC™ Groove Pad, a cool, new way to treat lymphedema and fibrosis. The Groove Pad was developed alongside practicing lymphedema therapists to elevate patient comfort and improve outcomes.",taxable,1,60.00,Accessories,Post-Surgical,"https://americanbreastcare.com/wp-content/uploads/2026/03/1-Groove-Pad-Product.png, https://americanbreastcare.com/wp-content/uploads/2019/05/906-ABC-Nipple.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/921-Bra-Extender.jpg, https://americanbreastcare.com/wp-content/uploads/2019/11/breastform-wash.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/119-white.webp",,Color,Cool Blue,1,1,Size,Small,1,1
variable,ABC-932,932 Active Form,1,0,visible,"You’ll love the Active Form, by ABC- It’s perfect for your every day active needs! Our airy design features soft mesh that moves as you do. Lightweight & water friendly, wear ABC’s Active Form to a day at the pool, during your workout or even for a night on the town!","You’ll love the Active Form, by ABC- It’s perfect for your every day active needs! Our airy design features soft mesh that moves as you do. Lightweight & water friendly, wear ABC’s Active Form to a day at the pool, during your workout or even for a night on the town!",taxable,1,,Accessories,Post-Surgical,"https://americanbreastcare.com/wp-content/uploads/2019/04/932.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/924-Clear-Bra-Straps-White-Background.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/914-Post-Surgical-Kit.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/925-CareCloth-Pack.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/906-ABC-Nipple.jpg",,Color,Beige,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14",1,1
variation,ABC-932-V,932 Active Form,1,,visible,,,taxable,1,35.00,,,,ABC-932,Color,,,1,Size,,,1
